activity_uuid_product_uuid,activity_name,product_geography,input_activity_uuid_product_uuid,exchange_name,input_geography,exchange_unit_name,exchange_amount
48096639-b266-53a4-bcfe-871069a988f9_bfdc2268-b9c4-462a-8971-4503ffdfbaf3,"composting facility construction, open",RoW,62b803ad-e3ff-516b-947d-f08eea52c702_fbb039f7-f9cc-46d2-b631-313ddb125c1a,"copper, cathode",GLO,kg,375
48096639-b266-53a4-bcfe-871069a988f9_bfdc2268-b9c4-462a-8971-4503ffdfbaf3,"composting facility construction, open",RoW,372a1991-e0af-5fbf-8611-295a535373ad_9ba48284-0f03-4fec-800d-de77833b12f6,reinforcing steel,GLO,kg,21200
48096639-b266-53a4-bcfe-871069a988f9_bfdc2268-b9c4-462a-8971-4503ffdfbaf3,"composting facility construction, open",RoW,044043d2-bdfc-55f1-9d2d-e8431d5266c7_8cb650d5-8a48-4719-81b1-2080b3b4387f,"steel, low-alloyed, hot rolled",GLO,kg,37500
ca632b33-2102-5ace-b039-81c292b637aa_bfdc2268-b9c4-462a-8971-4503ffdfbaf3,"composting facility construction, open",CH,62b803ad-e3ff-516b-947d-f08eea52c702_fbb039f7-f9cc-46d2-b631-313ddb125c1a,"copper, cathode",GLO,kg,375
ca632b33-2102-5ace-b039-81c292b637aa_bfdc2268-b9c4-462a-8971-4503ffdfbaf3,"composting facility construction, open",CH,372a1991-e0af-5fbf-8611-295a535373ad_9ba48284-0f03-4fec-800d-de77833b12f6,reinforcing steel,GLO,kg,21200
ca632b33-2102-5ace-b039-81c292b637aa_bfdc2268-b9c4-462a-8971-4503ffdfbaf3,"composting facility construction, open",CH,044043d2-bdfc-55f1-9d2d-e8431d5266c7_8cb650d5-8a48-4719-81b1-2080b3b4387f,"steel, low-alloyed, hot rolled",GLO,kg,37500
1c1490e6-aa55-5024-84db-df648f8b112b_22a64892-8f97-41bb-b3b3-e9e74f92b9f4,"compressed air energy storage plant construction, 200 MW electrical",RER,7ac71fd7-a65b-5f2c-9289-7335f9945c11_fef44ccb-917e-4c8d-bb35-a1898827b659,"aluminium, wrought alloy",GLO,kg,11200
1c1490e6-aa55-5024-84db-df648f8b112b_22a64892-8f97-41bb-b3b3-e9e74f92b9f4,"compressed air energy storage plant construction, 200 MW electrical",RER,874108e3-39a6-5413-ac1a-18c9919e7025_eee95138-58c8-4172-9b1f-754ba074325d,"concrete, normal strength",AT,m3,564.7348503
1c1490e6-aa55-5024-84db-df648f8b112b_22a64892-8f97-41bb-b3b3-e9e74f92b9f4,"compressed air energy storage plant construction, 200 MW electrical",RER,d12cb441-97f4-5146-8f5d-9c9d32abd0bf_eee95138-58c8-4172-9b1f-754ba074325d,"concrete, normal strength",CH,m3,1027.702124
1c1490e6-aa55-5024-84db-df648f8b112b_22a64892-8f97-41bb-b3b3-e9e74f92b9f4,"compressed air energy storage plant construction, 200 MW electrical",RER,62b803ad-e3ff-516b-947d-f08eea52c702_fbb039f7-f9cc-46d2-b631-313ddb125c1a,"copper, cathode",GLO,kg,53800
1c1490e6-aa55-5024-84db-df648f8b112b_22a64892-8f97-41bb-b3b3-e9e74f92b9f4,"compressed air energy storage plant construction, 200 MW electrical",RER,79d6450d-f9ad-5619-89c3-05c8d7622af3_b0f4c2fb-5081-474a-8ffa-1457da8345db,"diesel, burned in building machine",GLO,MJ,23200000
1c1490e6-aa55-5024-84db-df648f8b112b_22a64892-8f97-41bb-b3b3-e9e74f92b9f4,"compressed air energy storage plant construction, 200 MW electrical",RER,3b190359-a32e-5294-af63-983f38ce6525_759b89bd-3aa6-42ad-b767-5bb9ef5d331d,"electricity, medium voltage",RER,kWh,472000
1c1490e6-aa55-5024-84db-df648f8b112b_22a64892-8f97-41bb-b3b3-e9e74f92b9f4,"compressed air energy storage plant construction, 200 MW electrical",RER,531db396-1434-54e5-b6c4-c2b4323471cb_751b5ee2-aa63-456c-8d7d-1af517fb7032,"stone wool, packed",GLO,kg,31900
1c1490e6-aa55-5024-84db-df648f8b112b_22a64892-8f97-41bb-b3b3-e9e74f92b9f4,"compressed air energy storage plant construction, 200 MW electrical",RER,3a29c9e0-4183-588d-95a9-502b55d2c513_bfd577e2-82b4-4166-af2b-3bda540931f6,waste mineral wool,CH,kg,-359.8963228
1c1490e6-aa55-5024-84db-df648f8b112b_22a64892-8f97-41bb-b3b3-e9e74f92b9f4,"compressed air energy storage plant construction, 200 MW electrical",RER,c93a2afc-7e58-50b6-af0e-586f71a3de0e_bfd577e2-82b4-4166-af2b-3bda540931f6,waste mineral wool,Europe without Switzerland,kg,-31540.10368
e6885251-9177-5b35-86a8-824960d310b6_22a64892-8f97-41bb-b3b3-e9e74f92b9f4,"compressed air energy storage plant construction, 200 MW electrical",RoW,7ac71fd7-a65b-5f2c-9289-7335f9945c11_fef44ccb-917e-4c8d-bb35-a1898827b659,"aluminium, wrought alloy",GLO,kg,11200
e6885251-9177-5b35-86a8-824960d310b6_22a64892-8f97-41bb-b3b3-e9e74f92b9f4,"compressed air energy storage plant construction, 200 MW electrical",RoW,62b803ad-e3ff-516b-947d-f08eea52c702_fbb039f7-f9cc-46d2-b631-313ddb125c1a,"copper, cathode",GLO,kg,53800
e6885251-9177-5b35-86a8-824960d310b6_22a64892-8f97-41bb-b3b3-e9e74f92b9f4,"compressed air energy storage plant construction, 200 MW electrical",RoW,79d6450d-f9ad-5619-89c3-05c8d7622af3_b0f4c2fb-5081-474a-8ffa-1457da8345db,"diesel, burned in building machine",GLO,MJ,23200000
e6885251-9177-5b35-86a8-824960d310b6_22a64892-8f97-41bb-b3b3-e9e74f92b9f4,"compressed air energy storage plant construction, 200 MW electrical",RoW,531db396-1434-54e5-b6c4-c2b4323471cb_751b5ee2-aa63-456c-8d7d-1af517fb7032,"stone wool, packed",GLO,kg,31900
76f2db93-740d-56ef-8506-1b059adb0f68_ea3923d2-4c54-49e2-92f4-e1f1baa4ed17,"compressed air energy storage plant construction, adiabatic, 150 MW electrical",RER,7ac71fd7-a65b-5f2c-9289-7335f9945c11_fef44ccb-917e-4c8d-bb35-a1898827b659,"aluminium, wrought alloy",GLO,kg,8380
76f2db93-740d-56ef-8506-1b059adb0f68_ea3923d2-4c54-49e2-92f4-e1f1baa4ed17,"compressed air energy storage plant construction, adiabatic, 150 MW electrical",RER,874108e3-39a6-5413-ac1a-18c9919e7025_eee95138-58c8-4172-9b1f-754ba074325d,"concrete, normal strength",AT,m3,423.1786214
76f2db93-740d-56ef-8506-1b059adb0f68_ea3923d2-4c54-49e2-92f4-e1f1baa4ed17,"compressed air energy storage plant construction, adiabatic, 150 MW electrical",RER,d12cb441-97f4-5146-8f5d-9c9d32abd0bf_eee95138-58c8-4172-9b1f-754ba074325d,"concrete, normal strength",CH,m3,770.0986896
76f2db93-740d-56ef-8506-1b059adb0f68_ea3923d2-4c54-49e2-92f4-e1f1baa4ed17,"compressed air energy storage plant construction, adiabatic, 150 MW electrical",RER,62b803ad-e3ff-516b-947d-f08eea52c702_fbb039f7-f9cc-46d2-b631-313ddb125c1a,"copper, cathode",GLO,kg,40400
76f2db93-740d-56ef-8506-1b059adb0f68_ea3923d2-4c54-49e2-92f4-e1f1baa4ed17,"compressed air energy storage plant construction, adiabatic, 150 MW electrical",RER,79d6450d-f9ad-5619-89c3-05c8d7622af3_b0f4c2fb-5081-474a-8ffa-1457da8345db,"diesel, burned in building machine",GLO,MJ,17400000
76f2db93-740d-56ef-8506-1b059adb0f68_ea3923d2-4c54-49e2-92f4-e1f1baa4ed17,"compressed air energy storage plant construction, adiabatic, 150 MW electrical",RER,3b190359-a32e-5294-af63-983f38ce6525_759b89bd-3aa6-42ad-b767-5bb9ef5d331d,"electricity, medium voltage",RER,kWh,354000
76f2db93-740d-56ef-8506-1b059adb0f68_ea3923d2-4c54-49e2-92f4-e1f1baa4ed17,"compressed air energy storage plant construction, adiabatic, 150 MW electrical",RER,531db396-1434-54e5-b6c4-c2b4323471cb_751b5ee2-aa63-456c-8d7d-1af517fb7032,"stone wool, packed",GLO,kg,23900
76f2db93-740d-56ef-8506-1b059adb0f68_ea3923d2-4c54-49e2-92f4-e1f1baa4ed17,"compressed air energy storage plant construction, adiabatic, 150 MW electrical",RER,3a29c9e0-4183-588d-95a9-502b55d2c513_bfd577e2-82b4-4166-af2b-3bda540931f6,waste mineral wool,CH,kg,-269.6401917
76f2db93-740d-56ef-8506-1b059adb0f68_ea3923d2-4c54-49e2-92f4-e1f1baa4ed17,"compressed air energy storage plant construction, adiabatic, 150 MW electrical",RER,c93a2afc-7e58-50b6-af0e-586f71a3de0e_bfd577e2-82b4-4166-af2b-3bda540931f6,waste mineral wool,Europe without Switzerland,kg,-23630.35981
7ddb299e-4f83-539f-b7f5-c98c41fe0bf4_ea3923d2-4c54-49e2-92f4-e1f1baa4ed17,"compressed air energy storage plant construction, adiabatic, 150 MW electrical",RoW,7ac71fd7-a65b-5f2c-9289-7335f9945c11_fef44ccb-917e-4c8d-bb35-a1898827b659,"aluminium, wrought alloy",GLO,kg,8380
7ddb299e-4f83-539f-b7f5-c98c41fe0bf4_ea3923d2-4c54-49e2-92f4-e1f1baa4ed17,"compressed air energy storage plant construction, adiabatic, 150 MW electrical",RoW,62b803ad-e3ff-516b-947d-f08eea52c702_fbb039f7-f9cc-46d2-b631-313ddb125c1a,"copper, cathode",GLO,kg,40400
7ddb299e-4f83-539f-b7f5-c98c41fe0bf4_ea3923d2-4c54-49e2-92f4-e1f1baa4ed17,"compressed air energy storage plant construction, adiabatic, 150 MW electrical",RoW,79d6450d-f9ad-5619-89c3-05c8d7622af3_b0f4c2fb-5081-474a-8ffa-1457da8345db,"diesel, burned in building machine",GLO,MJ,17400000
7ddb299e-4f83-539f-b7f5-c98c41fe0bf4_ea3923d2-4c54-49e2-92f4-e1f1baa4ed17,"compressed air energy storage plant construction, adiabatic, 150 MW electrical",RoW,531db396-1434-54e5-b6c4-c2b4323471cb_751b5ee2-aa63-456c-8d7d-1af517fb7032,"stone wool, packed",GLO,kg,23900
0f1ccd35-8a39-570d-9346-61316d1c7641_e7a3abb3-289e-4246-b875-6aabe1a7ad79,"compressed air production, 1000 kPa gauge, <30kW, average generation",RoW,7ac71fd7-a65b-5f2c-9289-7335f9945c11_fef44ccb-917e-4c8d-bb35-a1898827b659,"aluminium, wrought alloy",GLO,kg,2.278e-5
57a9508f-ed7c-54bf-a0be-f1f658a175ac_e7a3abb3-289e-4246-b875-6aabe1a7ad79,"compressed air production, 1000 kPa gauge, <30kW, average generation",RER,7ac71fd7-a65b-5f2c-9289-7335f9945c11_fef44ccb-917e-4c8d-bb35-a1898827b659,"aluminium, wrought alloy",GLO,kg,2.278e-5
57a9508f-ed7c-54bf-a0be-f1f658a175ac_e7a3abb3-289e-4246-b875-6aabe1a7ad79,"compressed air production, 1000 kPa gauge, <30kW, average generation",RER,b15ab842-2312-5bb6-8236-2938afe4d3c6_d69294d7-8d64-4915-a896-9996a014c410,"electricity, low voltage",RER,kWh,0.362
57a9508f-ed7c-54bf-a0be-f1f658a175ac_e7a3abb3-289e-4246-b875-6aabe1a7ad79,"compressed air production, 1000 kPa gauge, <30kW, average generation",RER,809a7ce6-14e4-55fd-887d-6ff4460139f3_ea75b944-c676-4a13-85b8-2bea98f765a4,lubricating oil,RER,kg,2e-5
57a9508f-ed7c-54bf-a0be-f1f658a175ac_e7a3abb3-289e-4246-b875-6aabe1a7ad79,"compressed air production, 1000 kPa gauge, <30kW, average generation",RER,f15e65b7-c7ab-50ba-b107-bf1e576ed39e_1b30b018-ac39-41f4-a9e0-92057eef8bb8,waste mineral oil,CH,kg,-4.83159e-7
57a9508f-ed7c-54bf-a0be-f1f658a175ac_e7a3abb3-289e-4246-b875-6aabe1a7ad79,"compressed air production, 1000 kPa gauge, <30kW, average generation",RER,3cc7b300-3205-5751-8227-97a168ef9b68_1b30b018-ac39-41f4-a9e0-92057eef8bb8,waste mineral oil,Europe without Switzerland,kg,-1.95168e-5
eeaff3f2-f63a-544b-b707-f10c436d1e59_e7a3abb3-289e-4246-b875-6aabe1a7ad79,"compressed air production, 1000 kPa gauge, <30kW, optimised generation",RoW,7ac71fd7-a65b-5f2c-9289-7335f9945c11_fef44ccb-917e-4c8d-bb35-a1898827b659,"aluminium, wrought alloy",GLO,kg,2.278e-5
f2db7967-e3a9-52df-861b-737a065d67fb_e7a3abb3-289e-4246-b875-6aabe1a7ad79,"compressed air production, 1000 kPa gauge, <30kW, optimised generation",RER,7ac71fd7-a65b-5f2c-9289-7335f9945c11_fef44ccb-917e-4c8d-bb35-a1898827b659,"aluminium, wrought alloy",GLO,kg,2.278e-5
f2db7967-e3a9-52df-861b-737a065d67fb_e7a3abb3-289e-4246-b875-6aabe1a7ad79,"compressed air production, 1000 kPa gauge, <30kW, optimised generation",RER,b15ab842-2312-5bb6-8236-2938afe4d3c6_d69294d7-8d64-4915-a896-9996a014c410,"electricity, low voltage",RER,kWh,0.158947368
f2db7967-e3a9-52df-861b-737a065d67fb_e7a3abb3-289e-4246-b875-6aabe1a7ad79,"compressed air production, 1000 kPa gauge, <30kW, optimised generation",RER,809a7ce6-14e4-55fd-887d-6ff4460139f3_ea75b944-c676-4a13-85b8-2bea98f765a4,lubricating oil,RER,kg,1.05263e-5
f2db7967-e3a9-52df-861b-737a065d67fb_e7a3abb3-289e-4246-b875-6aabe1a7ad79,"compressed air production, 1000 kPa gauge, <30kW, optimised generation",RER,f15e65b7-c7ab-50ba-b107-bf1e576ed39e_1b30b018-ac39-41f4-a9e0-92057eef8bb8,waste mineral oil,CH,kg,-2.54294e-7
f2db7967-e3a9-52df-861b-737a065d67fb_e7a3abb3-289e-4246-b875-6aabe1a7ad79,"compressed air production, 1000 kPa gauge, <30kW, optimised generation",RER,3cc7b300-3205-5751-8227-97a168ef9b68_1b30b018-ac39-41f4-a9e0-92057eef8bb8,waste mineral oil,Europe without Switzerland,kg,-1.0272e-5
2ffdf5fe-64ff-5d8d-acb3-d4662549188c_00f0de48-4d01-4f43-a0a2-a91b11319bf8,"compressed air production, 1200 kPa gauge, <30kW, average generation",RER,7ac71fd7-a65b-5f2c-9289-7335f9945c11_fef44ccb-917e-4c8d-bb35-a1898827b659,"aluminium, wrought alloy",GLO,kg,2.278e-5
2ffdf5fe-64ff-5d8d-acb3-d4662549188c_00f0de48-4d01-4f43-a0a2-a91b11319bf8,"compressed air production, 1200 kPa gauge, <30kW, average generation",RER,b15ab842-2312-5bb6-8236-2938afe4d3c6_d69294d7-8d64-4915-a896-9996a014c410,"electricity, low voltage",RER,kWh,0.414
2ffdf5fe-64ff-5d8d-acb3-d4662549188c_00f0de48-4d01-4f43-a0a2-a91b11319bf8,"compressed air production, 1200 kPa gauge, <30kW, average generation",RER,809a7ce6-14e4-55fd-887d-6ff4460139f3_ea75b944-c676-4a13-85b8-2bea98f765a4,lubricating oil,RER,kg,2e-5
2ffdf5fe-64ff-5d8d-acb3-d4662549188c_00f0de48-4d01-4f43-a0a2-a91b11319bf8,"compressed air production, 1200 kPa gauge, <30kW, average generation",RER,f15e65b7-c7ab-50ba-b107-bf1e576ed39e_1b30b018-ac39-41f4-a9e0-92057eef8bb8,waste mineral oil,CH,kg,-4.83159e-7
2ffdf5fe-64ff-5d8d-acb3-d4662549188c_00f0de48-4d01-4f43-a0a2-a91b11319bf8,"compressed air production, 1200 kPa gauge, <30kW, average generation",RER,3cc7b300-3205-5751-8227-97a168ef9b68_1b30b018-ac39-41f4-a9e0-92057eef8bb8,waste mineral oil,Europe without Switzerland,kg,-1.95168e-5
4b9af3aa-2207-5f61-9d72-9c790f97e52b_00f0de48-4d01-4f43-a0a2-a91b11319bf8,"compressed air production, 1200 kPa gauge, <30kW, average generation",RoW,7ac71fd7-a65b-5f2c-9289-7335f9945c11_fef44ccb-917e-4c8d-bb35-a1898827b659,"aluminium, wrought alloy",GLO,kg,2.278e-5
0ace5030-bf47-5cc4-b9f1-5d5fdb922106_00f0de48-4d01-4f43-a0a2-a91b11319bf8,"compressed air production, 1200 kPa gauge, <30kW, optimized generation",RER,7ac71fd7-a65b-5f2c-9289-7335f9945c11_fef44ccb-917e-4c8d-bb35-a1898827b659,"aluminium, wrought alloy",GLO,kg,2.278e-5
0ace5030-bf47-5cc4-b9f1-5d5fdb922106_00f0de48-4d01-4f43-a0a2-a91b11319bf8,"compressed air production, 1200 kPa gauge, <30kW, optimized generation",RER,b15ab842-2312-5bb6-8236-2938afe4d3c6_d69294d7-8d64-4915-a896-9996a014c410,"electricity, low voltage",RER,kWh,0.182105263
0ace5030-bf47-5cc4-b9f1-5d5fdb922106_00f0de48-4d01-4f43-a0a2-a91b11319bf8,"compressed air production, 1200 kPa gauge, <30kW, optimized generation",RER,809a7ce6-14e4-55fd-887d-6ff4460139f3_ea75b944-c676-4a13-85b8-2bea98f765a4,lubricating oil,RER,kg,1.05263e-5
0ace5030-bf47-5cc4-b9f1-5d5fdb922106_00f0de48-4d01-4f43-a0a2-a91b11319bf8,"compressed air production, 1200 kPa gauge, <30kW, optimized generation",RER,f15e65b7-c7ab-50ba-b107-bf1e576ed39e_1b30b018-ac39-41f4-a9e0-92057eef8bb8,waste mineral oil,CH,kg,-2.54294e-7
0ace5030-bf47-5cc4-b9f1-5d5fdb922106_00f0de48-4d01-4f43-a0a2-a91b11319bf8,"compressed air production, 1200 kPa gauge, <30kW, optimized generation",RER,3cc7b300-3205-5751-8227-97a168ef9b68_1b30b018-ac39-41f4-a9e0-92057eef8bb8,waste mineral oil,Europe without Switzerland,kg,-1.0272e-5
1690756c-f8b3-54da-bb8e-2b542124c2fc_00f0de48-4d01-4f43-a0a2-a91b11319bf8,"compressed air production, 1200 kPa gauge, <30kW, optimized generation",RoW,7ac71fd7-a65b-5f2c-9289-7335f9945c11_fef44ccb-917e-4c8d-bb35-a1898827b659,"aluminium, wrought alloy",GLO,kg,2.278e-5
212ec7dd-717f-541a-98eb-6b0c991399f9_58c5a1af-21fa-4cd1-a7a2-a63f454b411e,"compressed air production, 600 kPa gauge, >30kW, average generation",RER,b15ab842-2312-5bb6-8236-2938afe4d3c6_d69294d7-8d64-4915-a896-9996a014c410,"electricity, low voltage",RER,kWh,0.198571429
212ec7dd-717f-541a-98eb-6b0c991399f9_58c5a1af-21fa-4cd1-a7a2-a63f454b411e,"compressed air production, 600 kPa gauge, >30kW, average generation",RER,809a7ce6-14e4-55fd-887d-6ff4460139f3_ea75b944-c676-4a13-85b8-2bea98f765a4,lubricating oil,RER,kg,2.97143e-6
212ec7dd-717f-541a-98eb-6b0c991399f9_58c5a1af-21fa-4cd1-a7a2-a63f454b411e,"compressed air production, 600 kPa gauge, >30kW, average generation",RER,044043d2-bdfc-55f1-9d2d-e8431d5266c7_8cb650d5-8a48-4719-81b1-2080b3b4387f,"steel, low-alloyed, hot rolled",GLO,kg,9.79e-5
212ec7dd-717f-541a-98eb-6b0c991399f9_58c5a1af-21fa-4cd1-a7a2-a63f454b411e,"compressed air production, 600 kPa gauge, >30kW, average generation",RER,f15e65b7-c7ab-50ba-b107-bf1e576ed39e_1b30b018-ac39-41f4-a9e0-92057eef8bb8,waste mineral oil,CH,kg,-7.17837e-8
212ec7dd-717f-541a-98eb-6b0c991399f9_58c5a1af-21fa-4cd1-a7a2-a63f454b411e,"compressed air production, 600 kPa gauge, >30kW, average generation",RER,3cc7b300-3205-5751-8227-97a168ef9b68_1b30b018-ac39-41f4-a9e0-92057eef8bb8,waste mineral oil,Europe without Switzerland,kg,-2.89964e-6
9e1220af-ef9f-5eab-a139-379df24ed38f_58c5a1af-21fa-4cd1-a7a2-a63f454b411e,"compressed air production, 600 kPa gauge, >30kW, average generation",RoW,044043d2-bdfc-55f1-9d2d-e8431d5266c7_8cb650d5-8a48-4719-81b1-2080b3b4387f,"steel, low-alloyed, hot rolled",GLO,kg,9.79e-5
8fb69c6d-8adb-53df-ac2b-9494fe6b469f_58c5a1af-21fa-4cd1-a7a2-a63f454b411e,"compressed air production, 600 kPa gauge, >30kW, best generation",RoW,044043d2-bdfc-55f1-9d2d-e8431d5266c7_8cb650d5-8a48-4719-81b1-2080b3b4387f,"steel, low-alloyed, hot rolled",GLO,kg,9.79e-5
c8db0b29-b454-5d73-8b11-0ba3c52938ba_58c5a1af-21fa-4cd1-a7a2-a63f454b411e,"compressed air production, 600 kPa gauge, >30kW, best generation",RER,b15ab842-2312-5bb6-8236-2938afe4d3c6_d69294d7-8d64-4915-a896-9996a014c410,"electricity, low voltage",RER,kWh,0.101111111
c8db0b29-b454-5d73-8b11-0ba3c52938ba_58c5a1af-21fa-4cd1-a7a2-a63f454b411e,"compressed air production, 600 kPa gauge, >30kW, best generation",RER,809a7ce6-14e4-55fd-887d-6ff4460139f3_ea75b944-c676-4a13-85b8-2bea98f765a4,lubricating oil,RER,kg,2.31111e-6
c8db0b29-b454-5d73-8b11-0ba3c52938ba_58c5a1af-21fa-4cd1-a7a2-a63f454b411e,"compressed air production, 600 kPa gauge, >30kW, best generation",RER,044043d2-bdfc-55f1-9d2d-e8431d5266c7_8cb650d5-8a48-4719-81b1-2080b3b4387f,"steel, low-alloyed, hot rolled",GLO,kg,9.79e-5
c8db0b29-b454-5d73-8b11-0ba3c52938ba_58c5a1af-21fa-4cd1-a7a2-a63f454b411e,"compressed air production, 600 kPa gauge, >30kW, best generation",RER,f15e65b7-c7ab-50ba-b107-bf1e576ed39e_1b30b018-ac39-41f4-a9e0-92057eef8bb8,waste mineral oil,CH,kg,-5.58317e-8
c8db0b29-b454-5d73-8b11-0ba3c52938ba_58c5a1af-21fa-4cd1-a7a2-a63f454b411e,"compressed air production, 600 kPa gauge, >30kW, best generation",RER,3cc7b300-3205-5751-8227-97a168ef9b68_1b30b018-ac39-41f4-a9e0-92057eef8bb8,waste mineral oil,Europe without Switzerland,kg,-2.25528e-6
cdc0a0a7-7392-56a3-9c5d-459baa08287c_58c5a1af-21fa-4cd1-a7a2-a63f454b411e,"compressed air production, 600 kPa gauge, >30kW, optimized generation",RoW,044043d2-bdfc-55f1-9d2d-e8431d5266c7_8cb650d5-8a48-4719-81b1-2080b3b4387f,"steel, low-alloyed, hot rolled",GLO,kg,9.79e-5
deaf1efe-b4e9-52a2-bc1e-80a9caac985e_58c5a1af-21fa-4cd1-a7a2-a63f454b411e,"compressed air production, 600 kPa gauge, >30kW, optimized generation",RER,b15ab842-2312-5bb6-8236-2938afe4d3c6_d69294d7-8d64-4915-a896-9996a014c410,"electricity, low voltage",RER,kWh,0.14
deaf1efe-b4e9-52a2-bc1e-80a9caac985e_58c5a1af-21fa-4cd1-a7a2-a63f454b411e,"compressed air production, 600 kPa gauge, >30kW, optimized generation",RER,809a7ce6-14e4-55fd-887d-6ff4460139f3_ea75b944-c676-4a13-85b8-2bea98f765a4,lubricating oil,RER,kg,2.44706e-6
deaf1efe-b4e9-52a2-bc1e-80a9caac985e_58c5a1af-21fa-4cd1-a7a2-a63f454b411e,"compressed air production, 600 kPa gauge, >30kW, optimized generation",RER,044043d2-bdfc-55f1-9d2d-e8431d5266c7_8cb650d5-8a48-4719-81b1-2080b3b4387f,"steel, low-alloyed, hot rolled",GLO,kg,9.79e-5
deaf1efe-b4e9-52a2-bc1e-80a9caac985e_58c5a1af-21fa-4cd1-a7a2-a63f454b411e,"compressed air production, 600 kPa gauge, >30kW, optimized generation",RER,f15e65b7-c7ab-50ba-b107-bf1e576ed39e_1b30b018-ac39-41f4-a9e0-92057eef8bb8,waste mineral oil,CH,kg,-5.9116e-8
deaf1efe-b4e9-52a2-bc1e-80a9caac985e_58c5a1af-21fa-4cd1-a7a2-a63f454b411e,"compressed air production, 600 kPa gauge, >30kW, optimized generation",RER,3cc7b300-3205-5751-8227-97a168ef9b68_1b30b018-ac39-41f4-a9e0-92057eef8bb8,waste mineral oil,Europe without Switzerland,kg,-2.38794e-6
82375f82-ee2b-56c3-adc0-9fbf26d204c8_ed3b2533-9ae2-4f2d-85de-c24200ce8975,"compressed air production, 700 kPa gauge, >30kW, average generation",RER,b15ab842-2312-5bb6-8236-2938afe4d3c6_d69294d7-8d64-4915-a896-9996a014c410,"electricity, low voltage",RER,kWh,0.212857143
82375f82-ee2b-56c3-adc0-9fbf26d204c8_ed3b2533-9ae2-4f2d-85de-c24200ce8975,"compressed air production, 700 kPa gauge, >30kW, average generation",RER,809a7ce6-14e4-55fd-887d-6ff4460139f3_ea75b944-c676-4a13-85b8-2bea98f765a4,lubricating oil,RER,kg,2.97143e-6
82375f82-ee2b-56c3-adc0-9fbf26d204c8_ed3b2533-9ae2-4f2d-85de-c24200ce8975,"compressed air production, 700 kPa gauge, >30kW, average generation",RER,044043d2-bdfc-55f1-9d2d-e8431d5266c7_8cb650d5-8a48-4719-81b1-2080b3b4387f,"steel, low-alloyed, hot rolled",GLO,kg,9.79e-5
82375f82-ee2b-56c3-adc0-9fbf26d204c8_ed3b2533-9ae2-4f2d-85de-c24200ce8975,"compressed air production, 700 kPa gauge, >30kW, average generation",RER,f15e65b7-c7ab-50ba-b107-bf1e576ed39e_1b30b018-ac39-41f4-a9e0-92057eef8bb8,waste mineral oil,CH,kg,-7.17837e-8
82375f82-ee2b-56c3-adc0-9fbf26d204c8_ed3b2533-9ae2-4f2d-85de-c24200ce8975,"compressed air production, 700 kPa gauge, >30kW, average generation",RER,3cc7b300-3205-5751-8227-97a168ef9b68_1b30b018-ac39-41f4-a9e0-92057eef8bb8,waste mineral oil,Europe without Switzerland,kg,-2.89964e-6
e95f54db-05cf-5d53-88a0-f34282a6e41f_ed3b2533-9ae2-4f2d-85de-c24200ce8975,"compressed air production, 700 kPa gauge, >30kW, average generation",RoW,044043d2-bdfc-55f1-9d2d-e8431d5266c7_8cb650d5-8a48-4719-81b1-2080b3b4387f,"steel, low-alloyed, hot rolled",GLO,kg,9.79e-5
899bcc6c-cc98-50da-a8dc-52ebd1d82a56_ed3b2533-9ae2-4f2d-85de-c24200ce8975,"compressed air production, 700 kPa gauge, >30kW, best generation",RoW,044043d2-bdfc-55f1-9d2d-e8431d5266c7_8cb650d5-8a48-4719-81b1-2080b3b4387f,"steel, low-alloyed, hot rolled",GLO,kg,9.79e-5
9aa9bae0-8cc8-57b3-b184-84b0fc6c746a_ed3b2533-9ae2-4f2d-85de-c24200ce8975,"compressed air production, 700 kPa gauge, >30kW, best generation",RER,b15ab842-2312-5bb6-8236-2938afe4d3c6_d69294d7-8d64-4915-a896-9996a014c410,"electricity, low voltage",RER,kWh,0.108222222
9aa9bae0-8cc8-57b3-b184-84b0fc6c746a_ed3b2533-9ae2-4f2d-85de-c24200ce8975,"compressed air production, 700 kPa gauge, >30kW, best generation",RER,809a7ce6-14e4-55fd-887d-6ff4460139f3_ea75b944-c676-4a13-85b8-2bea98f765a4,lubricating oil,RER,kg,2.31111e-6
9aa9bae0-8cc8-57b3-b184-84b0fc6c746a_ed3b2533-9ae2-4f2d-85de-c24200ce8975,"compressed air production, 700 kPa gauge, >30kW, best generation",RER,044043d2-bdfc-55f1-9d2d-e8431d5266c7_8cb650d5-8a48-4719-81b1-2080b3b4387f,"steel, low-alloyed, hot rolled",GLO,kg,9.79e-5
9aa9bae0-8cc8-57b3-b184-84b0fc6c746a_ed3b2533-9ae2-4f2d-85de-c24200ce8975,"compressed air production, 700 kPa gauge, >30kW, best generation",RER,f15e65b7-c7ab-50ba-b107-bf1e576ed39e_1b30b018-ac39-41f4-a9e0-92057eef8bb8,waste mineral oil,CH,kg,-5.58317e-8
9aa9bae0-8cc8-57b3-b184-84b0fc6c746a_ed3b2533-9ae2-4f2d-85de-c24200ce8975,"compressed air production, 700 kPa gauge, >30kW, best generation",RER,3cc7b300-3205-5751-8227-97a168ef9b68_1b30b018-ac39-41f4-a9e0-92057eef8bb8,waste mineral oil,Europe without Switzerland,kg,-2.25528e-6
